M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
9,4000,8192,False,torch.float16,torch.float16,False,False
10,4000,8192,False,torch.float16,torch.float16,False,False
11,4000,8192,False,torch.float16,torch.float16,False,False
12,4000,8192,False,torch.float16,torch.float16,False,False
13,4000,8192,False,torch.float16,torch.float16,False,False
14,4000,8192,False,torch.float16,torch.float16,False,False
15,4000,8192,False,torch.float16,torch.float16,False,False
16,4000,8192,False,torch.float16,torch.float16,False,False
17,4000,8192,False,torch.float16,torch.float16,False,False
18,4000,8192,False,torch.float16,torch.float16,False,False
19,4000,8192,False,torch.float16,torch.float16,False,False
20,4000,8192,False,torch.float16,torch.float16,False,False
21,4000,8192,False,torch.float16,torch.float16,False,False
22,4000,8192,False,torch.float16,torch.float16,False,False
23,4000,8192,False,torch.float16,torch.float16,False,False
24,4000,8192,False,torch.float16,torch.float16,False,False
25,4000,8192,False,torch.float16,torch.float16,False,False
26,4000,8192,False,torch.float16,torch.float16,False,False
27,4000,8192,False,torch.float16,torch.float16,False,False
28,4000,8192,False,torch.float16,torch.float16,False,False
29,4000,8192,False,torch.float16,torch.float16,False,False
30,4000,8192,False,torch.float16,torch.float16,False,False
31,4000,8192,False,torch.float16,torch.float16,False,False
32,4000,8192,False,torch.float16,torch.float16,False,False
33,4000,8192,False,torch.float16,torch.float16,False,False
34,4000,8192,False,torch.float16,torch.float16,False,False
35,4000,8192,False,torch.float16,torch.float16,False,False
36,4000,8192,False,torch.float16,torch.float16,False,False
37,4000,8192,False,torch.float16,torch.float16,False,False
38,4000,8192,False,torch.float16,torch.float16,False,False
39,4000,8192,False,torch.float16,torch.float16,False,False
40,4000,8192,False,torch.float16,torch.float16,False,False
41,4000,8192,False,torch.float16,torch.float16,False,False
42,4000,8192,False,torch.float16,torch.float16,False,False
43,4000,8192,False,torch.float16,torch.float16,False,False
44,4000,8192,False,torch.float16,torch.float16,False,False
45,4000,8192,False,torch.float16,torch.float16,False,False
46,4000,8192,False,torch.float16,torch.float16,False,False
47,4000,8192,False,torch.float16,torch.float16,False,False
48,4000,8192,False,torch.float16,torch.float16,False,False
49,4000,8192,False,torch.float16,torch.float16,False,False
50,4000,8192,False,torch.float16,torch.float16,False,False
51,4000,8192,False,torch.float16,torch.float16,False,False
52,4000,8192,False,torch.float16,torch.float16,False,False
53,4000,8192,False,torch.float16,torch.float16,False,False
54,4000,8192,False,torch.float16,torch.float16,False,False
55,4000,8192,False,torch.float16,torch.float16,False,False
56,4000,8192,False,torch.float16,torch.float16,False,False
57,4000,8192,False,torch.float16,torch.float16,False,False
58,4000,8192,False,torch.float16,torch.float16,False,False
59,4000,8192,False,torch.float16,torch.float16,False,False
60,4000,8192,False,torch.float16,torch.float16,False,False
61,4000,8192,False,torch.float16,torch.float16,False,False
62,4000,8192,False,torch.float16,torch.float16,False,False
63,4000,8192,False,torch.float16,torch.float16,False,False
64,4000,8192,False,torch.float16,torch.float16,False,False
65,4000,8192,False,torch.float16,torch.float16,False,False
66,4000,8192,False,torch.float16,torch.float16,False,False
67,4000,8192,False,torch.float16,torch.float16,False,False
68,4000,8192,False,torch.float16,torch.float16,False,False
69,4000,8192,False,torch.float16,torch.float16,False,False
70,4000,8192,False,torch.float16,torch.float16,False,False
71,4000,8192,False,torch.float16,torch.float16,False,False
72,4000,8192,False,torch.float16,torch.float16,False,False
73,4000,8192,False,torch.float16,torch.float16,False,False
74,4000,8192,False,torch.float16,torch.float16,False,False
75,4000,8192,False,torch.float16,torch.float16,False,False
76,4000,8192,False,torch.float16,torch.float16,False,False
77,4000,8192,False,torch.float16,torch.float16,False,False
78,4000,8192,False,torch.float16,torch.float16,False,False
79,4000,8192,False,torch.float16,torch.float16,False,False
80,4000,8192,False,torch.float16,torch.float16,False,False
81,4000,8192,False,torch.float16,torch.float16,False,False
82,4000,8192,False,torch.float16,torch.float16,False,False
83,4000,8192,False,torch.float16,torch.float16,False,False
84,4000,8192,False,torch.float16,torch.float16,False,False
85,4000,8192,False,torch.float16,torch.float16,False,False
86,4000,8192,False,torch.float16,torch.float16,False,False
87,4000,8192,False,torch.float16,torch.float16,False,False
88,4000,8192,False,torch.float16,torch.float16,False,False
89,4000,8192,False,torch.float16,torch.float16,False,False
90,4000,8192,False,torch.float16,torch.float16,False,False
91,4000,8192,False,torch.float16,torch.float16,False,False
92,4000,8192,False,torch.float16,torch.float16,False,False
93,4000,8192,False,torch.float16,torch.float16,False,False
94,4000,8192,False,torch.float16,torch.float16,False,False
95,4000,8192,False,torch.float16,torch.float16,False,False
96,4000,8192,False,torch.float16,torch.float16,False,False
97,4000,8192,False,torch.float16,torch.float16,False,False
98,4000,8192,False,torch.float16,torch.float16,False,False
99,4000,8192,False,torch.float16,torch.float16,False,False
100,4000,8192,False,torch.float16,torch.float16,False,False
101,4000,8192,False,torch.float16,torch.float16,False,False
102,4000,8192,False,torch.float16,torch.float16,False,False
103,4000,8192,False,torch.float16,torch.float16,False,False
104,4000,8192,False,torch.float16,torch.float16,False,False
105,4000,8192,False,torch.float16,torch.float16,False,False
106,4000,8192,False,torch.float16,torch.float16,False,False
107,4000,8192,False,torch.float16,torch.float16,False,False
108,4000,8192,False,torch.float16,torch.float16,False,False
109,4000,8192,False,torch.float16,torch.float16,False,False
110,4000,8192,False,torch.float16,torch.float16,False,False
111,4000,8192,False,torch.float16,torch.float16,False,False
112,4000,8192,False,torch.float16,torch.float16,False,False
113,4000,8192,False,torch.float16,torch.float16,False,False
114,4000,8192,False,torch.float16,torch.float16,False,False
115,4000,8192,False,torch.float16,torch.float16,False,False
116,4000,8192,False,torch.float16,torch.float16,False,False
117,4000,8192,False,torch.float16,torch.float16,False,False
118,4000,8192,False,torch.float16,torch.float16,False,False
119,4000,8192,False,torch.float16,torch.float16,False,False
120,4000,8192,False,torch.float16,torch.float16,False,False
121,4000,8192,False,torch.float16,torch.float16,False,False
122,4000,8192,False,torch.float16,torch.float16,False,False
123,4000,8192,False,torch.float16,torch.float16,False,False
124,4000,8192,False,torch.float16,torch.float16,False,False
125,4000,8192,False,torch.float16,torch.float16,False,False
126,4000,8192,False,torch.float16,torch.float16,False,False
127,4000,8192,False,torch.float16,torch.float16,False,False
128,4000,8192,False,torch.float16,torch.float16,False,False
129,4000,8192,False,torch.float16,torch.float16,False,False
130,4000,8192,False,torch.float16,torch.float16,False,False
131,4000,8192,False,torch.float16,torch.float16,False,False
132,4000,8192,False,torch.float16,torch.float16,False,False
133,4000,8192,False,torch.float16,torch.float16,False,False
134,4000,8192,False,torch.float16,torch.float16,False,False
135,4000,8192,False,torch.float16,torch.float16,False,False
136,4000,8192,False,torch.float16,torch.float16,False,False
137,4000,8192,False,torch.float16,torch.float16,False,False
138,4000,8192,False,torch.float16,torch.float16,False,False
139,4000,8192,False,torch.float16,torch.float16,False,False
140,4000,8192,False,torch.float16,torch.float16,False,False
141,4000,8192,False,torch.float16,torch.float16,False,False
142,4000,8192,False,torch.float16,torch.float16,False,False
143,4000,8192,False,torch.float16,torch.float16,False,False
144,4000,8192,False,torch.float16,torch.float16,False,False
145,4000,8192,False,torch.float16,torch.float16,False,False
146,4000,8192,False,torch.float16,torch.float16,False,False
147,4000,8192,False,torch.float16,torch.float16,False,False
148,4000,8192,False,torch.float16,torch.float16,False,False
149,4000,8192,False,torch.float16,torch.float16,False,False
150,4000,8192,False,torch.float16,torch.float16,False,False
151,4000,8192,False,torch.float16,torch.float16,False,False
152,4000,8192,False,torch.float16,torch.float16,False,False
153,4000,8192,False,torch.float16,torch.float16,False,False
154,4000,8192,False,torch.float16,torch.float16,False,False
155,4000,8192,False,torch.float16,torch.float16,False,False
156,4000,8192,False,torch.float16,torch.float16,False,False
157,4000,8192,False,torch.float16,torch.float16,False,False
158,4000,8192,False,torch.float16,torch.float16,False,False
159,4000,8192,False,torch.float16,torch.float16,False,False
160,4000,8192,False,torch.float16,torch.float16,False,False
161,4000,8192,False,torch.float16,torch.float16,False,False
162,4000,8192,False,torch.float16,torch.float16,False,False
163,4000,8192,False,torch.float16,torch.float16,False,False
164,4000,8192,False,torch.float16,torch.float16,False,False
165,4000,8192,False,torch.float16,torch.float16,False,False
166,4000,8192,False,torch.float16,torch.float16,False,False
167,4000,8192,False,torch.float16,torch.float16,False,False
168,4000,8192,False,torch.float16,torch.float16,False,False
169,4000,8192,False,torch.float16,torch.float16,False,False
170,4000,8192,False,torch.float16,torch.float16,False,False
171,4000,8192,False,torch.float16,torch.float16,False,False
172,4000,8192,False,torch.float16,torch.float16,False,False
173,4000,8192,False,torch.float16,torch.float16,False,False
174,4000,8192,False,torch.float16,torch.float16,False,False
175,4000,8192,False,torch.float16,torch.float16,False,False
176,4000,8192,False,torch.float16,torch.float16,False,False
177,4000,8192,False,torch.float16,torch.float16,False,False
178,4000,8192,False,torch.float16,torch.float16,False,False
179,4000,8192,False,torch.float16,torch.float16,False,False
180,4000,8192,False,torch.float16,torch.float16,False,False
181,4000,8192,False,torch.float16,torch.float16,False,False
182,4000,8192,False,torch.float16,torch.float16,False,False
183,4000,8192,False,torch.float16,torch.float16,False,False
184,4000,8192,False,torch.float16,torch.float16,False,False
185,4000,8192,False,torch.float16,torch.float16,False,False
186,4000,8192,False,torch.float16,torch.float16,False,False
187,4000,8192,False,torch.float16,torch.float16,False,False
188,4000,8192,False,torch.float16,torch.float16,False,False
189,4000,8192,False,torch.float16,torch.float16,False,False
190,4000,8192,False,torch.float16,torch.float16,False,False
191,4000,8192,False,torch.float16,torch.float16,False,False
192,4000,8192,False,torch.float16,torch.float16,False,False
193,4000,8192,False,torch.float16,torch.float16,False,False
194,4000,8192,False,torch.float16,torch.float16,False,False
195,4000,8192,False,torch.float16,torch.float16,False,False
196,4000,8192,False,torch.float16,torch.float16,False,False
197,4000,8192,False,torch.float16,torch.float16,False,False
198,4000,8192,False,torch.float16,torch.float16,False,False
199,4000,8192,False,torch.float16,torch.float16,False,False
200,4000,8192,False,torch.float16,torch.float16,False,False
201,4000,8192,False,torch.float16,torch.float16,False,False
202,4000,8192,False,torch.float16,torch.float16,False,False
203,4000,8192,False,torch.float16,torch.float16,False,False
204,4000,8192,False,torch.float16,torch.float16,False,False
205,4000,8192,False,torch.float16,torch.float16,False,False
206,4000,8192,False,torch.float16,torch.float16,False,False
207,4000,8192,False,torch.float16,torch.float16,False,False
208,4000,8192,False,torch.float16,torch.float16,False,False
209,4000,8192,False,torch.float16,torch.float16,False,False
210,4000,8192,False,torch.float16,torch.float16,False,False
211,4000,8192,False,torch.float16,torch.float16,False,False
212,4000,8192,False,torch.float16,torch.float16,False,False
213,4000,8192,False,torch.float16,torch.float16,False,False
214,4000,8192,False,torch.float16,torch.float16,False,False
215,4000,8192,False,torch.float16,torch.float16,False,False
216,4000,8192,False,torch.float16,torch.float16,False,False
217,4000,8192,False,torch.float16,torch.float16,False,False
218,4000,8192,False,torch.float16,torch.float16,False,False
219,4000,8192,False,torch.float16,torch.float16,False,False
220,4000,8192,False,torch.float16,torch.float16,False,False
221,4000,8192,False,torch.float16,torch.float16,False,False
222,4000,8192,False,torch.float16,torch.float16,False,False
223,4000,8192,False,torch.float16,torch.float16,False,False
224,4000,8192,False,torch.float16,torch.float16,False,False
225,4000,8192,False,torch.float16,torch.float16,False,False
226,4000,8192,False,torch.float16,torch.float16,False,False
227,4000,8192,False,torch.float16,torch.float16,False,False
228,4000,8192,False,torch.float16,torch.float16,False,False
229,4000,8192,False,torch.float16,torch.float16,False,False
230,4000,8192,False,torch.float16,torch.float16,False,False
231,4000,8192,False,torch.float16,torch.float16,False,False
232,4000,8192,False,torch.float16,torch.float16,False,False
233,4000,8192,False,torch.float16,torch.float16,False,False
234,4000,8192,False,torch.float16,torch.float16,False,False
235,4000,8192,False,torch.float16,torch.float16,False,False
236,4000,8192,False,torch.float16,torch.float16,False,False
237,4000,8192,False,torch.float16,torch.float16,False,False
238,4000,8192,False,torch.float16,torch.float16,False,False
239,4000,8192,False,torch.float16,torch.float16,False,False
240,4000,8192,False,torch.float16,torch.float16,False,False
241,4000,8192,False,torch.float16,torch.float16,False,False
242,4000,8192,False,torch.float16,torch.float16,False,False
243,4000,8192,False,torch.float16,torch.float16,False,False
244,4000,8192,False,torch.float16,torch.float16,False,False
245,4000,8192,False,torch.float16,torch.float16,False,False
246,4000,8192,False,torch.float16,torch.float16,False,False
247,4000,8192,False,torch.float16,torch.float16,False,False
248,4000,8192,False,torch.float16,torch.float16,False,False
249,4000,8192,False,torch.float16,torch.float16,False,False
250,4000,8192,False,torch.float16,torch.float16,False,False
251,4000,8192,False,torch.float16,torch.float16,False,False
252,4000,8192,False,torch.float16,torch.float16,False,False
253,4000,8192,False,torch.float16,torch.float16,False,False
254,4000,8192,False,torch.float16,torch.float16,False,False
255,4000,8192,False,torch.float16,torch.float16,False,False
256,4000,8192,False,torch.float16,torch.float16,False,False
257,4000,8192,False,torch.float16,torch.float16,False,False
258,4000,8192,False,torch.float16,torch.float16,False,False
259,4000,8192,False,torch.float16,torch.float16,False,False
260,4000,8192,False,torch.float16,torch.float16,False,False
261,4000,8192,False,torch.float16,torch.float16,False,False
262,4000,8192,False,torch.float16,torch.float16,False,False
263,4000,8192,False,torch.float16,torch.float16,False,False
264,4000,8192,False,torch.float16,torch.float16,False,False
265,4000,8192,False,torch.float16,torch.float16,False,False
266,4000,8192,False,torch.float16,torch.float16,False,False
267,4000,8192,False,torch.float16,torch.float16,False,False
268,4000,8192,False,torch.float16,torch.float16,False,False
269,4000,8192,False,torch.float16,torch.float16,False,False
270,4000,8192,False,torch.float16,torch.float16,False,False
271,4000,8192,False,torch.float16,torch.float16,False,False
272,4000,8192,False,torch.float16,torch.float16,False,False
273,4000,8192,False,torch.float16,torch.float16,False,False
274,4000,8192,False,torch.float16,torch.float16,False,False
275,4000,8192,False,torch.float16,torch.float16,False,False
276,4000,8192,False,torch.float16,torch.float16,False,False
277,4000,8192,False,torch.float16,torch.float16,False,False
278,4000,8192,False,torch.float16,torch.float16,False,False
279,4000,8192,False,torch.float16,torch.float16,False,False
280,4000,8192,False,torch.float16,torch.float16,False,False
281,4000,8192,False,torch.float16,torch.float16,False,False
282,4000,8192,False,torch.float16,torch.float16,False,False
283,4000,8192,False,torch.float16,torch.float16,False,False
284,4000,8192,False,torch.float16,torch.float16,False,False
285,4000,8192,False,torch.float16,torch.float16,False,False
286,4000,8192,False,torch.float16,torch.float16,False,False
287,4000,8192,False,torch.float16,torch.float16,False,False
288,4000,8192,False,torch.float16,torch.float16,False,False
289,4000,8192,False,torch.float16,torch.float16,False,False
290,4000,8192,False,torch.float16,torch.float16,False,False
291,4000,8192,False,torch.float16,torch.float16,False,False
292,4000,8192,False,torch.float16,torch.float16,False,False
293,4000,8192,False,torch.float16,torch.float16,False,False
294,4000,8192,False,torch.float16,torch.float16,False,False
295,4000,8192,False,torch.float16,torch.float16,False,False
296,4000,8192,False,torch.float16,torch.float16,False,False
297,4000,8192,False,torch.float16,torch.float16,False,False
298,4000,8192,False,torch.float16,torch.float16,False,False
299,4000,8192,False,torch.float16,torch.float16,False,False
300,4000,8192,False,torch.float16,torch.float16,False,False
301,4000,8192,False,torch.float16,torch.float16,False,False
302,4000,8192,False,torch.float16,torch.float16,False,False
303,4000,8192,False,torch.float16,torch.float16,False,False
304,4000,8192,False,torch.float16,torch.float16,False,False
305,4000,8192,False,torch.float16,torch.float16,False,False
306,4000,8192,False,torch.float16,torch.float16,False,False
307,4000,8192,False,torch.float16,torch.float16,False,False
308,4000,8192,False,torch.float16,torch.float16,False,False
309,4000,8192,False,torch.float16,torch.float16,False,False
310,4000,8192,False,torch.float16,torch.float16,False,False
311,4000,8192,False,torch.float16,torch.float16,False,False
312,4000,8192,False,torch.float16,torch.float16,False,False
313,4000,8192,False,torch.float16,torch.float16,False,False
314,4000,8192,False,torch.float16,torch.float16,False,False
315,4000,8192,False,torch.float16,torch.float16,False,False
316,4000,8192,False,torch.float16,torch.float16,False,False
317,4000,8192,False,torch.float16,torch.float16,False,False
318,4000,8192,False,torch.float16,torch.float16,False,False
319,4000,8192,False,torch.float16,torch.float16,False,False
320,4000,8192,False,torch.float16,torch.float16,False,False
321,4000,8192,False,torch.float16,torch.float16,False,False
322,4000,8192,False,torch.float16,torch.float16,False,False
323,4000,8192,False,torch.float16,torch.float16,False,False
324,4000,8192,False,torch.float16,torch.float16,False,False
325,4000,8192,False,torch.float16,torch.float16,False,False
326,4000,8192,False,torch.float16,torch.float16,False,False
327,4000,8192,False,torch.float16,torch.float16,False,False
328,4000,8192,False,torch.float16,torch.float16,False,False
329,4000,8192,False,torch.float16,torch.float16,False,False
330,4000,8192,False,torch.float16,torch.float16,False,False
331,4000,8192,False,torch.float16,torch.float16,False,False
332,4000,8192,False,torch.float16,torch.float16,False,False
333,4000,8192,False,torch.float16,torch.float16,False,False
334,4000,8192,False,torch.float16,torch.float16,False,False
335,4000,8192,False,torch.float16,torch.float16,False,False
336,4000,8192,False,torch.float16,torch.float16,False,False
337,4000,8192,False,torch.float16,torch.float16,False,False
338,4000,8192,False,torch.float16,torch.float16,False,False
339,4000,8192,False,torch.float16,torch.float16,False,False
340,4000,8192,False,torch.float16,torch.float16,False,False
341,4000,8192,False,torch.float16,torch.float16,False,False
342,4000,8192,False,torch.float16,torch.float16,False,False
343,4000,8192,False,torch.float16,torch.float16,False,False
344,4000,8192,False,torch.float16,torch.float16,False,False
345,4000,8192,False,torch.float16,torch.float16,False,False
346,4000,8192,False,torch.float16,torch.float16,False,False
347,4000,8192,False,torch.float16,torch.float16,False,False
348,4000,8192,False,torch.float16,torch.float16,False,False
349,4000,8192,False,torch.float16,torch.float16,False,False
350,4000,8192,False,torch.float16,torch.float16,False,False
351,4000,8192,False,torch.float16,torch.float16,False,False
352,4000,8192,False,torch.float16,torch.float16,False,False
353,4000,8192,False,torch.float16,torch.float16,False,False
354,4000,8192,False,torch.float16,torch.float16,False,False
355,4000,8192,False,torch.float16,torch.float16,False,False
356,4000,8192,False,torch.float16,torch.float16,False,False
357,4000,8192,False,torch.float16,torch.float16,False,False
358,4000,8192,False,torch.float16,torch.float16,False,False
359,4000,8192,False,torch.float16,torch.float16,False,False
360,4000,8192,False,torch.float16,torch.float16,False,False
361,4000,8192,False,torch.float16,torch.float16,False,False
362,4000,8192,False,torch.float16,torch.float16,False,False
363,4000,8192,False,torch.float16,torch.float16,False,False
364,4000,8192,False,torch.float16,torch.float16,False,False
365,4000,8192,False,torch.float16,torch.float16,False,False
366,4000,8192,False,torch.float16,torch.float16,False,False
367,4000,8192,False,torch.float16,torch.float16,False,False
368,4000,8192,False,torch.float16,torch.float16,False,False
369,4000,8192,False,torch.float16,torch.float16,False,False
371,4000,8192,False,torch.float16,torch.float16,False,False
372,4000,8192,False,torch.float16,torch.float16,False,False
373,4000,8192,False,torch.float16,torch.float16,False,False
374,4000,8192,False,torch.float16,torch.float16,False,False
375,4000,8192,False,torch.float16,torch.float16,False,False
376,4000,8192,False,torch.float16,torch.float16,False,False
378,4000,8192,False,torch.float16,torch.float16,False,False
379,4000,8192,False,torch.float16,torch.float16,False,False
380,4000,8192,False,torch.float16,torch.float16,False,False
381,4000,8192,False,torch.float16,torch.float16,False,False
382,4000,8192,False,torch.float16,torch.float16,False,False
383,4000,8192,False,torch.float16,torch.float16,False,False
384,4000,8192,False,torch.float16,torch.float16,False,False
385,4000,8192,False,torch.float16,torch.float16,False,False
386,4000,8192,False,torch.float16,torch.float16,False,False
387,4000,8192,False,torch.float16,torch.float16,False,False
388,4000,8192,False,torch.float16,torch.float16,False,False
390,4000,8192,False,torch.float16,torch.float16,False,False
391,4000,8192,False,torch.float16,torch.float16,False,False
392,4000,8192,False,torch.float16,torch.float16,False,False
393,4000,8192,False,torch.float16,torch.float16,False,False
394,4000,8192,False,torch.float16,torch.float16,False,False
395,4000,8192,False,torch.float16,torch.float16,False,False
396,4000,8192,False,torch.float16,torch.float16,False,False
397,4000,8192,False,torch.float16,torch.float16,False,False
398,4000,8192,False,torch.float16,torch.float16,False,False
399,4000,8192,False,torch.float16,torch.float16,False,False
400,4000,8192,False,torch.float16,torch.float16,False,False
401,4000,8192,False,torch.float16,torch.float16,False,False
402,4000,8192,False,torch.float16,torch.float16,False,False
