gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,10,14.23,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0273,1.47,1475.09
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,11,14.5238,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0195,1.44,1445.25
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,12,15.1009,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0219,1.39,1390.01
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,13,15.7571,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0305,1.33,1332.13
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,14,15.7774,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0312,1.33,1330.41
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,15,16.2152,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0281,1.29,1294.49
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,9,1,51.9113,_ZN5aiter37bf16gemm_fp32bf16_tn_96x64_pf3_splitkE,0.0,0.4,404.35
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,9,8,26.3634,flydsl_gemm2_abf16_wbf16_bf16_t16x128x64_split_k8_block_m_warp1_block_n_warp1_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0258,0.8,796.2
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,10,8,20.5031,flydsl_gemm2_abf16_wbf16_bf16_t16x128x64_split_k8_block_m_warp1_block_n_warp1_block_k_warp2_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0312,1.02,1023.77
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,11,8,20.7216,flydsl_gemm2_abf16_wbf16_bf16_t16x128x64_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0188,1.01,1012.98
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,12,1,89.7965,flydsl_gemm2_abf16_wbf16_bf16_t16x64x128_split_k1_block_m_warp1_block_n_warp1_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0,0.23,233.76
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,13,1,55.6156,flydsl_gemm2_abf16_wbf16_bf16_t16x64x128_split_k1_block_m_warp1_block_n_warp1_block_k_warp2_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0055,0.38,377.42
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,14,1,53.5449,flydsl_gemm2_abf16_wbf16_bf16_t16x64x128_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0,0.39,392.02
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,15,2,41.7087,flydsl_gemm2_abf16_wbf16_bf16_t16x64x128_split_k2_block_m_warp1_block_n_warp1_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0055,0.5,503.26
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,16,2,31.2512,flydsl_gemm2_abf16_wbf16_bf16_t16x64x128_split_k2_block_m_warp1_block_n_warp1_block_k_warp2_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0195,0.67,671.67
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,17,2,31.0905,flydsl_gemm2_abf16_wbf16_bf16_t16x64x128_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0055,0.67,675.14
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,18,4,22.9101,flydsl_gemm2_abf16_wbf16_bf16_t16x64x128_split_k4_block_m_warp1_block_n_warp1_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.018,0.92,916.21
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,19,4,18.5506,flydsl_gemm2_abf16_wbf16_bf16_t16x64x128_split_k4_block_m_warp1_block_n_warp1_block_k_warp2_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0273,1.13,1131.52
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,20,4,18.4682,flydsl_gemm2_abf16_wbf16_bf16_t16x64x128_split_k4_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0133,1.14,1136.57
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,21,8,13.8207,flydsl_gemm2_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp1_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0164,1.52,1518.77
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,22,8,11.6854,flydsl_gemm2_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp1_block_k_warp2_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0234,1.79,1796.3
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,23,8,11.9143,flydsl_gemm2_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0266,1.76,1761.79
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,24,1,105.1926,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k1_block_m_warp1_block_n_warp1_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0,0.2,199.54
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,25,1,82.2023,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k1_block_m_warp1_block_n_warp1_block_k_warp2_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0031,0.26,255.35
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,26,1,81.2681,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0,0.26,258.29
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,27,2,52.9171,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k2_block_m_warp1_block_n_warp1_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0055,0.4,396.67
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,28,2,43.5085,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k2_block_m_warp1_block_n_warp1_block_k_warp2_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0156,0.48,482.45
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,29,2,44.8297,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0055,0.47,468.23
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,30,4,29.001,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k4_block_m_warp1_block_n_warp1_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0148,0.72,723.78
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,31,4,24.308,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k4_block_m_warp1_block_n_warp1_block_k_warp2_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0281,0.86,863.52
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,32,4,24.5483,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k4_block_m_warp1_block_n_warp2_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0125,0.85,855.07
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,33,8,16.5476,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k8_block_m_warp1_block_n_warp1_block_k_warp1_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0195,1.27,1268.49
gfx942,304,1,1280,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,34,8,13.9822,flydsl_gemm2_abf16_wbf16_bf16_t16x64x64_split_k8_block_m_warp1_block_n_warp1_block_k_warp2_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0328,1.5,1501.23
